VESSEL,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,FLAG,OWNERSHIP,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,DESTINATION,Unnamed: 12,Unnamed: 13
Mainport Elm,8213897,Anchor Handling Tug/Supply,1089,1983,Marshall Islands ,Irish Mainport Holdings,Ireland,Mainport International Corporation,Mainport International Corporation,Marshall Islands,Alang,India,2015-06-09 00:00:00
Albatoul,8106599,General Cargo,3016,1981,Togo ,ISM Group Limited,Syria,Zain Shipping Company SA  ,AHR Shipping Company Limited,Saint Kitts and Nevis,Aliaga,Turkey,2015-01-29 00:00:00
Zim Pacific,9113666,Fully Cellular Containership,41507,1996,Liberia,Israel Corporation Limited ,Israel,Zim Integrated Shipping Services Limited ,Zim Pacific Maritime Limited ,Liberia,Chittagong,Bangladesh,2015-11-16 00:00:00
Zim Iberia,9139919,Fully Cellular Containership,41507,1997,Liberia,Israel Corporation Limited ,Israel,Zim Integrated Shipping Services Limited ,Zim Iberia Maritime Company S.a.r.l. ,Liberia,Chittagong,Bangladesh,2015-11-29 00:00:00
Novorossiysk Star,9203473,Fully Cellular Containership,20624,2000,Liberia,Israel Corporation Limited ,Israel,Zim Integrated Shipping Services Limited ,Koron Maritime Incorporated ,Liberia,Alang,India,2015-01-11 00:00:00
Zim Asia,9113654,Fully Cellular Containership,41507,1996,Liberia ,Israel Corporation Limited  ,Israel,Zim Integrated Shipping Services Limited  ,Zim Asia Maritime Company S.a.r.l.  ,Liberia,Alang,India,2015-07-06 00:00:00
Liburnija,6511350,Passenger Ro/Ro,3910,1965,Croatia ,Jadrolinija,Croatia,Jadrolinija,Jadrolinija,Croatia,Aliaga,Turkey,2015-04-04 00:00:00
Porozina,7126346,Passenger Ro/Ro,399,1971,Croatia ,Jadrolinija,Croatia,Jadrolinija,Jadrolinija,Croatia,Aliaga,Turkey,2015-08-28 00:00:00
Jazine,7713539,Passenger Ro/Ro,998,1978,Croatia ,Jadrolinija  ,Croatia,Jadrolinija  ,Jadrolinija  ,Croatia,Aliaga,Turkey,2015-02-21 00:00:00
A 1,7722413,Bulk Carrier,13664,1978,Kiribati,Jag Shipping Company LLC  ,United Arab Emirates,Jag Shipping Company LLC  ,Jag Shipping Company LLC  ,United Arab Emirates,Alang,India,2015-07-01 00:00:00
Alba Star,8507561,General Cargo,5922,1985,Panama,Jerusalem Shipping LLC ,United Arab Emirates,Jerusalem Shipping LLC ,Al Baoon Trading Company ,United Arab Emirates,Alang,India,2015-01-18 00:00:00
Jindal Tara,9129770,Fully Cellular Containership,5850,1995,India ,JITF Waterways Limited,India,JITF Waterways Limited,JITF Shipping & Logistics (Singapore) Private Limited,Singapore,Chittagong,Bangladesh,2015-08-02 00:00:00
Dal Va,9082879,Bulk Carrier,39422,1994,St. Kitts-Nevis ,JITF Waterways Limited,India,JITF Waterways Limited,JITF Shipping & Logistics (Singapore) Private Limited  ,Singapore,Gadani,Pakistan,2015-01-27 00:00:00
Ela,9056272,Fully Cellular Containership,16233,1993,Tuvalu ,John Peter Wulff GmbH & Company KG (Reederei Hermann Wulff),Germany,John Peter Wulff GmbH & Company KG (Reederei Hermann Wulff),ms Manuela Wulff Schiffahrtsges. mbH & Company KG  ,Germany,Alang,India,2015-04-10 00:00:00
Samjohn Light,9074688,Bulk Carrier,38077,1994,Greece ,John Samonas & Sons Limited,United Kingdom,John Samonas & Sons Limited,Aegokeros Shipping Company E.N.E. ,Cayman Islands,Alang,India,2015-12-25 00:00:00
Aleksandr,7943158,Fish Factory,4457,1981,Russia ,Joint Stock Company Turnif,Russia,Joint Stock Company Turnif,Joint Stock Company Turnif,Russia,Alang,India,2015-07-13 00:00:00
Gissar,8131790,Fish Factory,3916,1981,Russia ,Joint Stock Company Turnif ,Russia,Joint Stock Company Turnif ,Joint Stock Company Turnif ,Russia,Chittagong,Bangladesh,2015-10-18 00:00:00
Barguzin,7422142,General Cargo With Container Capacity,2291,1975,Cambodia ,Joint Stock Vanino Marine Company,Russia,Joint Stock Vanino Marine Company,Gals Shipping Limited,Cambodia,Chittagong,Bangladesh,2015-01-25 00:00:00
Jumbo Spirit,9083122,General Cargo With Container Capacity,4962,1995,Netherlands ,Kahn Scheepvaart B.V.,Netherlands,Kahn Scheepvaart B.V.,Jumbo Spirit BV,Netherlands,Aliaga,Turkey,2015-04-28 00:00:00
Kai He,8314926,Bulk Carrier,22101,1986,Panama ,Kaili Shipping (HK) Limited,China,Kaili Shipping (HK) Limited,Kai He Shipping Limited  ,Hong Kong,Chittagong,Bangladesh,2015-04-03 00:00:00
Kai Hong,8300535,Bulk Carrier,25538,1985,Panama ,Kaili Shipping (HK) Limited,China,Kaili Shipping (HK) Limited,Kai Hong Shipping Limited  ,Panama,Chittagong,Bangladesh,2015-07-16 00:00:00
Alpha Action,9074494,Bulk Carrier,77211,1994,Malta ,Kanellakis group of companies,Greece,Alpha Bulkers Shipmanagement Incorporated  ,Custom Navigation Limited  ,Liberia,Gadani,Pakistan,2015-05-09 00:00:00
Milano Sky,8515635,General Cargo With Container Capacity,3539,1985,Togo ,Karl-Heinz Baase Schiffahrt-KG,Germany,Karl-Heinz Baase Schiffahrt-KG,Partenreederei ms Westwind ,Germany,Aliaga,Turkey,2015-10-22 00:00:00
Eden Maru,8716150,Wood-Chip Carrier,50489,1989,Panama ,Kawasaki Kisen Kaisha Limited ('K' Line),Japan,Taiyo Nippon Kisen Company Limited  ,Belsally Shipping S.A.(50%) & Spring Wood Naviera S.A.(50%),Panama,Alang,India,2015-08-11 00:00:00
G. Rong,9147667,General Cargo With Container Capacity,8388,1997,Tuvalu ,Kawasaki Kisen Kaisha Limited ('K' Line) ,Japan,SAL Heavy Lift GmbH  ,SAL Heavy Lift GmbH  ,Germany,Chittagong,Bangladesh,2015-02-07 00:00:00
Cape Flora,9182629,Bulk carrier,83056,2000,Panama,Kawasaki Kisen Kaisha Limited ('K' Line) ,Japan,Taiyo Nippon Kisen Company Limited ,Siboney Maritime S.A. ,Panama,Alang,India,2015-04-01 00:00:00
Ahura,8201454,Passenger Ro/Ro,12735,1983,Palau,KiwiRail Limited ,New Zealand,KiwiRail Limited ,KiwiRail Limited ,Vietnam,Alang,India,2015-11-03 00:00:00
Suzu,9032276,Vehicle Carrier,2919,1991,St. Kitts-Nevis ,Kokoku Kaiun K.K.,Japan,Kokoku Kaiun K.K.,Kokoku Kaiun K.K.,Japan,Chittagong,Bangladesh,2015-05-21 00:00:00
Star Laurel,9110602,Bulk Carrier,87281,1995,Bahamas ,Kollakis Group,Greece,Chartworld Shipping Corporation  ,Canis Shipping Corporation,Bahamas,Gadani,Pakistan,2015-05-07 00:00:00
Golden Bell,8813661,Bulk Carrier,110352,1990,South Korea ,Korea Line Corporation,South Korea,Korea Line Corporation,Tiger United S.A.,Panama,Gadani,Pakistan,2015-05-27 00:00:00
Camellia,8813673,Bulk Carrier,110352,1990,South Korea,Korea Line Corporation ,South Korea,Korea Line Corporation ,Tiger United S.A. ,Panama,Chittagong,Bangladesh,2015-11-17 00:00:00
Silver,8716033,Bulk carrier,110352,1989,Comoros ,Korea Line Corporation ,South Korea,Korea Line Corporation ,Tiger United S.A. ,Panama,Alang,India,2015-02-20 00:00:00
Marigold,8815255,Bulk Carrier,110779,1990,South Korea ,Korea Line Corporation  ,South Korea,Korea Line Corporation  ,Tiger United S.A.  ,Panama,Gadani,Pakistan,2015-06-03 00:00:00
Bu Gang,7909164,General Cargo With Container Capacity,3007,1979,North Korea ,"Korea,Government of the Democratic People's Republic of",North Korea,"Korea,Government of the Democratic People's Republic of","Korea,Government of the Democratic People's Republic of",North Korea,Unknown,China,2014-05-25 00:00:00
Roca,8704183,Fully Cellular Containership,35343,1990,Liberia,Kotani Shipping Company Limited ,Cyprus,Kotani Shipmanagement Limited ,Roca Maritime Limited ,Liberia,Alang,India,2015-01-08 00:00:00
Mimosa,7433517,Bulk carrier,28347,1984,St Kitts & Nevis,Kristen Marine S.A. ,Greece,Kristen Marine S.A. ,Pancoast Navegacao Limitada ,Brazil,Alang,India,2015-02-19 00:00:00
Glory Sun,8402917,Bulk Cement Carrier,15879,1985,Panama ,Kristian Gerhard Jebsen Skipsrederi AS,Norway,Kristian Gerhard Jebsen Skipsrederi AS,KGJ Cement (Singapore) Private Limited,Singapore,Alang,India,2015-08-05 00:00:00
Falkland Cement,7303281,Bulk Cement Carrier,3067,1973,Bahamas ,Kristian Gerhard Jebsen Skipsrederi AS,Norway,KGJS Cement AS ,JT Cement AS ,Norway,Aliaga,Turkey,2015-11-16 00:00:00
Putri Asia,7722310,General Cargo Ship,1695,1978,Thailand ,Krung Dhana Nava Company Limited,Thailand,Krung Dhana Nava Company Limited,Krung Dhana Nava Company Limited,Thailand,Chittagong,Bangladesh,2015-08-18 00:00:00
Panamax Jade,8708232,Bulk carrier,36520,1988,Cyprus,Kypros Lines S.A. ,Greece,Kypros Lines S.A. ,Legend Maritime Company Limited ,Cyprus,Alang,India,2015-03-26 00:00:00
S. Atlantic,8314990,Bulk Carrier,22145,1986,Panama,LA Maritime S.A. ,Greece,LA Maritime S.A. ,South Atlantic Shipping Limited ,Panama,Gadani,Pakistan,2015-10-15 00:00:00
Orapin 3,8126094,Product Tanker,2951,1981,Thailand ,Laemthong International Lines Company Limited,Thailand,Thai International Tankers Company Limited  ,Thai Tankers Trading Company Limited  ,Thailand,Chittagong,Bangladesh,2015-04-05 00:00:00
Grand Rodosi,8800327,Bulk Carrier,37519,1990,Liberia ,Lemissoler Shipping Group Public Company Limited,Cyprus,Lemissoler Maritime Company WLL  ,Prime Hill Shipping Limited,Liberia,Chittagong,Bangladesh,2015-05-08 00:00:00
Brazil,9106613,Bulk Carrier,77135,1995,Liberia ,Lemissoler Shipping Group Public Company Limited,Cyprus,Lemissoler Maritime Company WLL  ,Prime Lake Shipping Limited,Greece,Chittagong,Bangladesh,2015-05-23 00:00:00
Rica,9134517,Fully Cellular Containership,37394,1997,Comoros ,Leonhardt & Blumberg Group ,Germany,Leonhardt & Blumberg Schiffahrtsges. mbH & Company ,Schiffahrts-Gesellschaft Hansa Africa mbH & Company,Germany,Alang,India,2015-12-25 00:00:00
Amar Muhieddine,8413942,Bulk Carrier,14927,1984,Panama ,Lidmar Shipping & Trading Company Limited,Greece,Lidmar Shipping & Trading Company Limited,Sapphire Shipping & Trading Limited  ,Syria,Gadani,Pakistan,2015-05-29 00:00:00
King Edward,8310803,Bulk Carrier With Container Capacity,29660,1985,Barbados ,Litat Group,Lebanon,Litat Group,King Edward Shipping Incorporated,Panama,Alang,India,2015-06-03 00:00:00
Kum Jin Gang 1,8310310,General Cargo,1518,1983,Mongolia,Lotus Sea Shipping Company Limited ,Hong Kong,Lotus Sea Shipping Company Limited ,Lotus Sea Shipping Company Limited ,Hong Kong,Zhangjiagang,China,2015-09-26 00:00:00
CGG Symphony,8607189,Seismographic Research,10043,1990,Bahamas ,Louis Dreyfus & Cie S.A.  ,France,Louis Dreyfus & Cie S.A.  ,Louis Dreyfus & Cie S.A.  ,France,Ghent,Belgium,2015-02-12 00:00:00
Aleksandra,8721909,Fishing (General),872,1987,Russia,Magadanryba Company Limited ,Russia,Magadanryba Company Limited ,Magadanryba Company Limited ,Russia,Busan,South Korea ,2015-10-24 00:00:00
Kurotakisan,9108609,Bulk Carrier,48323,1995,Marshall Islands ,Magsaysay Maritime Corporation,Philippines,Magsaysay MOL (MAGMOL) Ship Management Incorporated  ,Rigel Transport Incorporated,Marshall Islands,Alang,India,2015-09-25 00:00:00
Ekram M.,8308082,Bulk Carrier,24403,1984,Panama ,Mallah Ship Management Company Limited,Greece,Mallah Ship Management Company Limited,Navigator Management S.A.  ,Marshall Islands,Chittagong,Bangladesh,2015-03-24 00:00:00
Mariner J.,8405232,Bulk Carrier,15766,1984,Dominica ,Mallah Ship Management Company Limited,Greece,Mallah Ship Management Company Limited,Mariner Shiptrade Limited  ,Marshall Islands,Chittagong,Bangladesh,2015-06-10 00:00:00
ABM Leader,9032056,Bulk Carrier,18813,1994,Belize ,Mallah Ship Management Company Limited,Greece,Mallah Ship Management Company Limited,Leader Navigation S.A.  ,Belize,Gadani,Pakistan,2015-01-28 00:00:00
ABM Dynamic,8502810,Bulk Carrier,15824,1985,Dominica ,Mallah Ship Management Company Limited,Greece,Mallah Ship Management Company Limited,Dynamic Shipping Enterprises S.A.  ,Marshall Islands,Gadani,Pakistan,2015-04-21 00:00:00
Saisaban,8604369,Bulk Carrier,15847,1986,Panama ,Mallah Ship Management Company Limited,Greece,Mallah Ship Management Company Limited,Sealion Shipping & Trading Limited,Seychelles,Gadani,Pakistan,2015-07-02 00:00:00
Meem,8311429,General Cargo With Container Capacity,10572,1986,Panama ,Marakeb SA,United Arab Emirates,Marakeb SA,Marakeb SA,United Arab Emirates,Alang,India,2015-06-09 00:00:00
Medazov Victoria,9141728,General Cargo With Container Capacity,5025,2000,St. Vincent & Grenadines ,Marco Shipping S.A.,Ukraine,Marco Shipping S.A.,Medazov Victoria Company Limited,Malta,Aliaga,Turkey,2015-06-24 00:00:00
Crystal Sapphire,8321096,Bulk Carrier,28739,1987,Bangladesh ,Marine (Agency) Services Limited,Bangladesh,Marine (Agency) Services Limited,Bay Navigation Limited,Bangladesh,Chittagong,Bangladesh,2014-12-22 00:00:00
OK I,8502547,Bulk Carrier,21460,1987,Liberia ,Marine Spirit S.A.,Greece,Marine Spirit S.A.,Elated Limited,Liberia,Gadani,Pakistan,2015-06-03 00:00:00
Ches,7006819,Passenger Ro/Ro,6576,1970,Togo ,Marlines S.A.,Greece,Marlines S.A.,Shinedeck Shipping Limited,Cyprus,Aliaga,Turkey,2014-12-02 00:00:00
Martzoukos A.,9086095,Bulk Carrier,81589,1995,Liberia ,Marmaras Navigation Limited,Greece,Marmaras Navigation Limited,Forth Company Incorporated  ,Liberia,Chittagong,Bangladesh,2015-03-11 00:00:00
Zornik,7945261,Tug,149,1940,Croatia ,Matic M.,Croatia,Matic M.,Matic M.,Croatia,Aliaga,Turkey,2015-02-23 00:00:00
Asteco,5377953,Pipe Layer,25774,1960,St. Kitts-Nevis ,McDermott Incorporated,United States of America,McDermott Incorporated,Construcciones Maritimas Mexicanas S.A. de C.V.,Mexico,Alang,India,2015-08-02 00:00:00
DB,7709069,Semi-Sub Pontoon,52313,1978,St. Kitts-Nevis,McDermott Incorporated ,United States of America,McDermott Incorporated ,Hydro Marine Services Incorporated ,Panama,Chittagong,Bangladesh,2015-11-28 00:00:00
Coppersmith,9056260,Bulk Carrier,79694,1995,Liberia ,Meandros Lines S.A.,Greece,Meandros Lines S.A.,Coppersmith Marine Limited,Liberia,Gadani,Pakistan,2015-02-02 00:00:00
MSC Isabelle,8414740,General Cargo,5974,1985,Panama,Mediterranean Shipping Company (MSC) SA ,Switzerland,Mediterranean Shipping Company (MSC) SA ,Compania Naviera Isabelle S.A. ,Luxembourg,Alang,India,2015-01-02 00:00:00
MSC Anna,8414752,General Cargo With Container Capacity,5974,1985,Panama ,Mediterranean Shipping Company (MSC) SA ,Switzerland,Mediterranean Shipping Company (MSC) SA ,Compania Naviera Anna S.A. ,Panama,Alang,India,2015-11-10 00:00:00
Preventer,8907321,Bulk Carrier,38891,1990,Panama ,Merali Group,India,Merali Group,Telford Business S.A.,Panama,Alang,India,2015-09-10 00:00:00
The Benefactor,8421119,Bulk Carrier,34620,1986,Panama,Merali Group ,India,Merali Group ,Kurosaki Shipping Incorporated ,Panama,Alang,India,2015-01-24 00:00:00
The Watchful,8903234,Bulk carrier,36999,1991,Panama,Merali Group ,India,Merali Group ,Flagstaff Developments Limited ,Panama,Alang,India,2015-03-21 00:00:00
Taio Frontier,8704432,Wood-Chip Carrier,35663,1987,Panama ,Misuga Kaiun Company Limited,Japan,Misuga Kaiun Company Limited,Taio Frontier S.A.,Panama,Alang,India,2015-06-04 00:00:00
MOL Wisdom,9101601,Fully Cellular Containership,41114,1995,Panama ,Mitsui O.S.K. Lines Limited (MOL),Japan,Mitsui O.S.K. Lines Limited (MOL),Sunny Oasis Maritime SA,Panama,Alang,India,2015-05-17 00:00:00
Global Explorer,9137973,Wood-Chip Carrier,47407,1997,Cayman Islands ,Mitsui O.S.K. Lines Limited (MOL),Japan,Mitsui O.S.K. Lines Limited (MOL),Cygnet Bulk Carriers S.A.,Panama,Alang,India,2015-09-16 00:00:00
Larch,9130602,Bulk Carrier,77240,1996,Comoros ,Mitsui O.S.K. Lines Limited (MOL) ,Japan,Seno Kisen K.K. ,Erica Navigation S.A. ,Panama,Chittagong,Bangladesh,2015-12-22 00:00:00
MOL Bravery,9101596,Fully Cellular Containership,41114,1995,Panama,Mitsui O.S.K. Lines Limited (MOL) ,Japan,Mitsui O.S.K. Lines Limited (MOL) ,Sunny Oasis Maritime SA ,Panama,Alang,India,2015-03-05 00:00:00
Rubin Phoenix,9146584,Bulk carrier,83658,1997,Panama,Mitsui O.S.K. Lines Limited (MOL) ,Japan,Mitsui O.S.K. Lines Limited (MOL) ,Juliet Shipping Corporation ,Panama,Alang,India,2015-03-30 00:00:00
Mona Liberty,9008689,Bulk carrier,77195,1992,Singapore,Mitsui O.S.K. Lines Limited (MOL) ,Japan,Mitsui O.S.K. Lines Limited (MOL) ,Sierra Shipping Private Limited ,Panama,Alang,India,2015-03-31 00:00:00
Tsunomine,9205990,Bulk Carrier,83496,2000,Panama,Mitsui O.S.K. Lines Limited (MOL) ,Japan,International Marine Transport Company Limited ,Citrus Shipping S.A. ,Panama,Alang,India,2015-11-28 00:00:00
Naparima,9136694,Combined Chemical And Oil Tanker,20573,1996,Isle of Man ,Mitsui O.S.K. Lines Limited (MOL)  ,Japan,MOL Tankship Management (Europe) Limited  ,Greenlight Transport S.A.,Panama,Aliaga,Turkey,2015-05-01 00:00:00
Pearl River,9135901,Bulk Carrier,25791,1997,Liberia,MPC Munchmeyer Petersen Steamship GmbH & Company KG ,Germany,MPC Munchmeyer Petersen Steamship GmbH & Company KG ,Schiffahrtsges. ms Pearl River mbH & Company KG ,Germany,Alang,India,2015-12-29 00:00:00
Haci Koksal Mataraci,8846670,General Cargo With Container Capacity,2592,1990,Panama ,MT Shipping San.Ve Tic. Limited Sti  ,Turkey,MT Shipping San.Ve Tic. Limited Sti  ,Kackar Shipping Corporation,Panama,Aliaga,Turkey,2015-01-16 00:00:00
Al Towfan,8112225,Tug,642,1982,United Arab Emirates,Mubarak Marine LLC ,United Arab Emirates,Mubarak Marine LLC ,Mubarak Marine LLC ,United Arab Emirates,Mumbai,India,2015-11-12 00:00:00
Shehab Almuhieddine,8316364,Bulk Carrier,15786,1985,Belize ,Muhieddine Shipping Company,Lebanon,Judi Group J.K.M.  ,Seapower Shipping Company Limited,Marshall Islands,Gadani,Pakistan,2015-04-08 00:00:00
Yong Jia Men,8300937,General Cargo,18220,1984,Panama,Nanjing Ocean Shipping Company Limited ,China,Nanjing Ocean Shipping Company Limited ,NYC Shipping Incorporated ,Panama,Alang,India,2015-03-16 00:00:00
Callio,8014772,Bulk carrier,16927,1982,Panama,Narval Shipping Corporation ,Greece,Narval Shipping Corporation ,Callio Shipping Corporation ,Marshall Islands,Alang,India,2015-02-08 00:00:00
Nadiya Megane,8221820,Tanker,1952,1983,Equatorial Guinea ,Nautical Paradise Sendirian Berhad,Malaysia,Nautical Paradise Sendirian Berhad,Nautical Paradise Sendirian Berhad,Malaysia,Gadani,Pakistan,2015-05-07 00:00:00
Navakun 14,7913866,Liquid Petroleum Gas Carrier,698,1979,Thailand ,Navakun Transport Company Limited,Thailand,Navakun Transport Company Limited,Navakun Transport Company Limited,Thailand,Chittagong,Bangladesh,2015-07-05 00:00:00
Lena Koleva,7403550,General Cargo,7788,1975,Comoros ,Naviborn Limited ,Bulgaria,Naviborn Limited ,Mineral Vessel S.A.,Bulgaria,Aliaga,Turkey,2015-09-29 00:00:00
Tatio,8312772,Bulk carrier,22208,1985,Chile,Naviera Ultranav Limitada ,Chile,Ultrabulk S.A. ,Andes International Shipping Incorporated ,Panama,Alang,India,2015-03-21 00:00:00
Yunus N.,8905983,General Cargo With Container Capacity,1998,1989,Turkey ,Negmar Denizcilik Yatirim AS,Turkey,Negmar Denizcilik Yatirim AS,Negmar Denizcilik Yatirim AS,Turkey,Aliaga,Turkey,2015-08-24 00:00:00
Reis G.,8413186,Bulk Carrier,25131,1986,Panama ,Negmar Denizcilik Yatirim AS ,Turkey,Negmar Denizcilik Yatirim AS ,Kar Shipping Investment S.A. ,Panama,Alang,India,2015-10-17 00:00:00
Gregory,9042726,Passenger Ro/Ro,19468,1992,Comoros ,Negros Navigation Company Incorporated,Philippines,Negros Navigation Company Incorporated,2Go Group Incorporated,Philippines,Chittagong,Bangladesh,2015-02-09 00:00:00
Subic Way 1 ,7426033,Passenger Ro/Ro,8884,1975,Philippines,Negros Navigation Company Incorporated ,Philippines,Carlos A. Gothong Lines Incorporated,Carlos A. Gothong Lines Incorporated,Philippines,Cebu,Philippines,2015-02-25 00:00:00
Amneh-F.,8215778,Fully Cellular Containership,8328,1983,Panama ,Nereide Marine S.A. ,Greece,Nereide Marine S.A. ,Ilaira Maritime S.A. ,Panama,Alang,India,2015-11-26 00:00:00
Jade,8110605,Tug,577,1982,India ,Netwar Marine Logistics,India,Netwar Marine Logistics,Netwar Marine Logistics,India,Mumbai,India,2015-07-09 00:00:00
Margot N.,8707226,Bulk Ore Carrier,144759,1989,Liberia,Neu Seeschiffahrt GmbH ,Germany,Neu Seeschiffahrt GmbH ,General Ore Carrier Corporation XXX Limited ,Liberia,Chittagong,Bangladesh,2015-10-30 00:00:00
Rebekka N.,8618190,Bulk Ore Carrier,144223,1990,Liberia,Neu Seeschiffahrt GmbH ,Germany,General Ore International Corporation ,General Ore Carrier Corporation XIX Limited ,Liberia,Gadani,Pakistan,2015-09-19 00:00:00
Honor,8013247,Gas Carrier,3183,1982,South Korea,NHL Development Company Limited ,South Korea,NHL Development Company Limited ,NHL Development Company Limited ,South Korea,Alang,India,2015-02-17 00:00:00
Elans,8031392,General Cargo With Container Capacity,1680,1981,Moldova,Niesco Shipping Company Limited ,Ukraine,Niesco Shipping Company Limited ,Delf Services ,Sierra Leone,Aliaga,Turkey,2015-12-22 00:00:00
Olo,7517882,Floating Storage Tanker,132029,1976,St. Kitts-Nevis ,Nigerian National Petroleum Corporation,Nigeria,Nigerian National Petroleum Corporation,Pipelines & Products Marketing Company Limited,Nigeria,Chittagong,Bangladesh,2015-07-12 00:00:00
Krateros,9038787,Bulk Carrier,25905,1992,Malta ,Nikator Navigation S.A.,Greece,Nikator Navigation S.A.,Krateros Maritime Limited,Greece,Chittagong,Bangladesh,2015-06-09 00:00:00
Bei Lun 1,8307791,Bulk Carrier,24111,1985,China ,Ningbo Beilun Shipping Company  ,China,Ningbo Beilun Shipping Company  ,Ningbo Beilun Shipping Company  ,China,Wenzhou ,China,2015-04-18 00:00:00
Bei Lun Hai 27,8800119,Bulk Carrier,36433,1990,China ,Ningbo Economic & Technological Development Zone Longsheng Shipping Company Limited,China,Ningbo Economic & Technological Development Zone Longsheng Shipping Company Limited,Ningbo Economic & Technological Development Zone Longsheng Shipping Company Limited,China,Jiangyin,China,2015-03-20 00:00:00
Bei Lun Hai 36,8807583,Bulk Carrier,36438,1990,China ,Ningbo Economic & Technological Development Zone Longsheng Shipping Company Limited,China,Ningbo Economic & Technological Development Zone Longsheng Shipping Company Limited,Ningbo Economic & Technological Development Zone Longsheng Shipping Company Limited,China,Jiangyin,China,2015-07-06 00:00:00
Tian Sheng 17,9002506,Bulk Carrier,60139,1991,China ,Ningbo Tiansheng Shipping Company Limited  ,China,Ningbo Tiansheng Shipping Company Limited  ,Ningbo Tiansheng Shipping Company Limited  ,China,Unknown,China,2015-02-10 00:00:00
Matsura Maru,8912285,Bulk Carrier,84565,1990,Panama ,Nippon Yusen Kabushiki Kaisha (NYK)  ,Japan,Nippon Yusen Kabushiki Kaisha (NYK)  ,Teak Shipholding S.A.,Panama,Alang,India,2015-09-29 00:00:00
Seillean,8413863,Floating Production Tanker,50928,1986,St. Kitts-Nevis,Noble Corporation,United States of America,Noble Drilling Corporation ,Noble Drilling Corporation ,United States of America,Alang,India,2015-09-26 00:00:00
Noble Paul Wolff,8756277,Drill Platform,15317,1981,St. Kitts-Nevis ,Noble Corporation ,United States of America,Noble do Brasil Limitada,Noble Drilling (Paul Wolff) Company Limited. ,Cayman Islands,Chittagong,Bangladesh,2015-06-21 00:00:00
Aqua Challenger,9008160,Bulk Carrier,89004,1992,Singapore ,Noble Group Limited,Hong Kong,Noble Chartering Incorporated  ,Challenger Shipping Private Limited,Singapore,Gadani,Pakistan,2015-03-21 00:00:00
JK Monowara,8915237,Bulk Carrier,23277,1990,Bangladesh ,Nobpac Shipping Private Limited,Singapore,Nobpac Ship Management Limited  ,J.K. Maritime Limited,Bangladesh,Chittagong,Bangladesh,2015-09-02 00:00:00
Sia,9196917,Fully Cellular Containership,54415,2000,Palau,Norddeutsche Vermogen Holding GmbH & Company ,Germany,NRG Norddeutsche Reederei-Beteiligungs Gesellschaft mbH & Company ,Beteiligungs-KG ms Northern Glance Schiffahrtsges. mbH & Company ,Germany,Chittagong,Bangladesh,2015-12-18 00:00:00
Vita,9122423,Fully Cellular Containership,29115,1997,Palau,Norddeutsche Vermogen Holding GmbH & Company ,Germany,Norddeutsche Reederei H. Schuldt GmbH & Company KG ,Erste Roland Shipping GmbH & Company KG ,Germany,Alang,India,2015-12-15 00:00:00
Sity,9147112,Fully Cellular Containership,36606,1997,Comoros ,Norddeutsche Vermogen Holding GmbH & Company ,Germany,H. Schuldt OHG (GmbH & Company),Beteiligungsges. ms Northern Diversity Schiffahrtsges. mbH & Company ,Germany,Alang,India,2015-12-30 00:00:00
Scan Fjell,7700609,General Cargo With Container Capacity,2195,1978,Faroe Islands ,Norresundby Rederi A/S ,Denmark,Janus Andersen & Company A/S ,s/pf Scan Carrier,Faroe Islands,Grenaa,Denmark,2015-02-25 00:00:00
Kurilskaya Gryada,8881436,Fish Factory,2388,1993,Russia ,Northern-Kurily Seiner Fleet,Russia,Northern-Kurily Seiner Fleet,Northern-Kurily Seiner Fleet,Russia,Chittagong,Bangladesh,2015-01-25 00:00:00
Kirpili,8923612,Product Tanker,950,1977,Russia ,Novorossiysk Commercial Sea Port Company Limited,Russia,Novorossiysk Commercial Sea Port Company Limited,Novorossiysk Marine Trading Port Fleet Joint Stock Company,Russia,Aliaga,Turkey,2015-01-16 00:00:00
Thea,9112973,General Cargo,34885,1997,Liberia,NSC Holding GmbH & Cie KG ,Germany,NSC Schifffahrtsgesellschaft mbH & Cie. KG ,ms Adelaide Schiffahrtsges. mbH & Company KG ,Germany,Alang,India,2015-01-24 00:00:00
Atlantico,8300016,Fully Cellular Containership,22201,1986,Togo ,NTL - Navegacao E Logistica SA,Brazil,NTL - Navegacao E Logistica SA,NTL - Navegacao E Logistica SA,Brazil,Alang,India,2015-06-17 00:00:00
Mediterraneo,9065261,Fully Cellular Containership,12938,1996,St. Kitts-Nevis,NTL - Navegacao E Logistica SA ,Brazil,NTL - Navegacao E Logistica SA ,Vessel Log - Companhia Brasileira de Navegacao e Logistics ,Brazil,Chittagong,Bangladesh,2015-01-06 00:00:00
Klintsy,7741029,Trawler (All Types),1734,1979,Russia ,OAO Arkhangelsk Trawl Fleet ,Russia,OAO Arkhangelsk Trawl Fleet ,OAO Arkhangelsk Trawl Fleet ,Russia,Klaipeda,Lithuania,2015-08-29 00:00:00
Palm Beach Princess,6402937,Passenger (Cruise),6659,1964,Bolivia ,Ocean Development I LLC  ,United States of America,Ocean Development I LLC  ,Platinum Real Estates LLC  ,United States of America,Santo Dominguo,Dominican Republic,2015-06-12 00:00:00
