BO Country ,Beneficial owner of the ship,Name of ship ,IMO  number,Last flag,Next to last,Date of change,Commercial operator,Registered owner,Destination yard,Beaching date,Built in (y),Type of ship,Sub-type of ship,LDT,USD/ton
Lebanon,Cata Shipping Management Company ,Gulf Forest,7214557,Tanzania ,,,Cata Shipping Management Company ,Gulf Forest Shipping Company S.A. ,"Aliaga, Turkey",2013-05-06 00:00:00,1972,General Cargo Ship,,,
Lebanon,Global Management & Trading Company,Captan Salim,6812845,Cambodia ,,,Global Management & Trading Company,Mr Salim Fakhoury/Mr Nabil Ahmad Hussein Khalil Tyr ,"Aliaga, Turkey",2013-04-02 00:00:00,1968,General Cargo Ship,,,
Lebanon,Janamarine Company S.A. ,Sirena,7026601,Togo ,,,Janamarine Company S.A. ,Micho Maritime S.A. ,"Aliaga, Turkey",2013-07-10 00:00:00,1970,General Cargo Ship,,,
Lebanon,Tempus Maritime Sarl,Transmed,7396616,Togo ,,,Tempus Maritime Sarl,Al Tawfik Shipping & Trading ,"Aliaga, Turkey",2013-07-01 00:00:00,1975,General Cargo Ship,,,
Lebanon,Alfamarine Shipping Company Limited,Noor 1,7523312,Sierra Leone ,,,Alfamarine Shipping Company Limited,NCSL Marine Services SA ,"Gadani, Pakistan",2013-12-10 00:00:00,1977,General Cargo Ship,,1428,
Lebanon,GMZ Ship Management Company S.A.,Roba Star,8211590,Togo ,,,GMZ Ship Management Company S.A.,Roba Shipping Company SA ,"Gadani, Pakistan",2013-08-03 00:00:00,1984,General Cargo Ship,,2650,
Lebanon,Seatrans Shipping S.a.r.l.,Manawi,7715331,Comoros,,,Seatrans Shipping S.a.r.l.,Transworld Shipping Company Limited ,"Gadani, Pakistan",2013-05-02 00:00:00,1980,General Cargo Ship,,,
Lebanon,GMZ Ship Management Company S.A.,Charlotte,7721378,Togo ,Egypt,2012-07-26 00:00:00,GMZ Ship Management Company S.A.,Atai General Trading Company LLC ,"Mumbai, India",2013-11-30 00:00:00,1981,General Cargo Ship,,,
Maldives,Lily Shipping & Trading (Private) Limited ,Lily Noble,7433282,Maldives ,,,Lily Shipping & Trading (Private) Limited ,Lily Shipping & Trading (Private) Limited ,"Alang, India",2013-09-12 00:00:00,1983,General Cargo Ship,,,
Maldives,Lily Shipping & Trading (Private) Limited ,Lily Royal,7433244,Maldives,,,Lily Shipping & Trading (Private) Limited ,Lily Shipping & Trading (Private) Limited ,"Alang, India",2013-05-16 00:00:00,1981,General Cargo Ship,,6171,
Maldives,Lily Shipping & Trading (Private) Limited,Princess Lily,7228211,Maldives,,,Lily Shipping & Trading (Private) Limited,Lily Enterprise Private Limited ,"Alang, India",2013-01-11 00:00:00,1973,General Cargo Ship,,,
Maldives,Nalahiya Trading Private Limited,Hiya Builder,7716397,Maldives ,,,Nalahiya Trading Private Limited,Nalahiya Trading Private Limited,"Mumbai, India",2013-05-13 00:00:00,1980,General Cargo Ship,,,
Marshall Islands,Hari Maritime Corporation,Navajo Princess,8613413,Philippines,,,Hari Maritime Corporation,Arkadia Shipping ,"Alang, India",2013-03-29 00:00:00,1987,General Cargo Ship,,,
Netherlands,Marina Bay Shipping B.V.,Marina Bay,7522239,Panama ,Bahamas,2013-05-25 00:00:00,Marina Bay Shipping B.V.,Marina Bay Shipping B.V.,"Chittagong, Bangladesh",2013-12-08 00:00:00,1990,General Cargo Ship,,2640,
North Korea,Government of North Korea,Du Man Gang,7937305,North Korea ,,,Ocean Maritime Management Company Limited ,Sohae Sonbak Company Limited ,"Jiangyin, China",2013-05-03 00:00:00,1979,General Cargo Ship,,,
North Korea,Government of North Korea,Sam Il Pho,8829567,North Korea ,,,Ocean Maritime Management Company Limited ,Samil Shipping Company Limited ,"Jiangyin, China",2013-04-25 00:00:00,1986,General Cargo Ship,,,
North Korea,Government of North Korea,Zang San,8328599,North Korea ,,,Tonghae Sonbak Company Limited ,Tonghae Sonbak Company Limited ,"Jiangyin, China",2013-04-29 00:00:00,1983,General Cargo Ship,,,
North Korea,Government of North Korea,Chung Jin 2,7628241,North Korea ,,,Tonghae Sonbak Company Limited ,Tonghae Sonbak Company Limited ,"Zhangjiagang, China ",2013-04-25 00:00:00,1978,General Cargo Ship,,,
North Korea,Haesong Shipping Company,Hae Song,7418309,North Korea ,,,Haesong Shipping Company,Haesong Shipping Company,"Zhangjiagang, China ",2013-11-13 00:00:00,1977,General Cargo Ship,,,
Norway,Westfal-Larsen & Company A/S,Austanger,8221765,Isle of Man ,,,Masterbulk Private Limited ,Masterbulk Private Limited ,"Alang, India",2013-05-31 00:00:00,1985,General Cargo Ship,,7646,
Norway,Tschudi Shipping Company AS,Sakala,9065687,Isle of Man ,,,Estonian Shipping Company Limited (ESCO) ,Sakala Maritime Company Limited ,"Aliaga, Turkey",2013-02-20 00:00:00,1995,General Cargo Ship,,,
Norway,Flekkefjord Shipping AS,Defender,7915125,Norway,,,Flekkefjord Shipping AS,Flekkefjord Shipping AS,"Grenaa, Denmark",2013-04-04 00:00:00,1979,General Cargo Ship,,,
Norway,Korni Shipping AS,Korni,7012571,Norway,,,Korni Shipping AS,Korni Shipping AS,"Grenaa, Denmark",2013-09-29 00:00:00,1970,General Cargo Ship,,,
Norway,Seatrans Group,Baltic News,8808616,Bahamas,,,Seatrans DA ,Euro Trans Skips AS ,"Grenaa, Denmark",2013-07-29 00:00:00,1990,General Cargo Ship,,,
Norway,Grieg Group,Star Alabama,8221777,Norway,,,Grieg Shipping Group AS ,Grieg Shipping II AS ,"Xinhui, China",2013-03-27 00:00:00,1985,General Cargo Ship,,,
Norway,Grieg Group ,Star America,8508280,Norway,,,Grieg Shipping Group AS ,Grieg Shipping II AS ,"Xinhui, China",2013-06-26 00:00:00,1985,General Cargo Ship,,,
Pakistan,Government of Pakistan,Islamabad,7822706,Pakistan,,,Pakistan National Shipping Corporation (PNSC) ,Islamabad Shipping (Private) Limited ,"Gadani, Pakistan",2013-04-11 00:00:00,1983,General Cargo Ship,,,
Papua New Guinea,Coconut Products Limited Company,Toboi Trader,8518089,Papua New Guinea ,,,Coconut Products Limited Company,Coconut Products Limited Company,"Jiangyin, China",2013-11-26 00:00:00,1986,General Cargo Ship,,,
Peru,Naviera Yacu Taski S.A.,Interboard I,8302234,Saint Kitts and Nevis,Peru,2013-06-26 00:00:00,Naviera Yacu Taski S.A.,Naviera Yacu Taski S.A.,"Alang, India",2013-08-20 00:00:00,1988,General Cargo Ship,,,
Philippines,Philippine Span Asia Carrier Corporation,Sulpicio Container XII,7429360,Philippines,,,Philippine Span Asia Carrier Corporation,Philippine Span Asia Carrier Corporation,China,2013-05-02 00:00:00,1975,General Cargo Ship,,,
Romania,Maritime Partners Srl,Anglia,7601724,Moldova ,,,Maritime Partners Srl,Reederei ms Anglia GmbH & Company KG ,"Aliaga, Turkey",2013-09-27 00:00:00,1977,General Cargo Ship,,,
Romania,Shnar Shipping Company,Georgiana,7217561,Togo ,,,Shnar Shipping Company,Sherin Shipping Incorporated ,"Aliaga, Turkey",2013-04-10 00:00:00,1972,General Cargo Ship,,,
Romania,Tartousi Shipping Limited,Carina 1,7232808,Moldova ,,,Tartousi Shipping Limited,Black Sea Line ,"Aliaga, Turkey",2013-03-01 00:00:00,1972,General Cargo Ship,,,
Romania,United Marine Company Srl,Maria F.,7217016,Tanzania ,,,United Marine Company Srl,Miraj Maritime Limited SA ,"Aliaga, Turkey",2013-07-02 00:00:00,1972,General Cargo Ship,,,
Russia,JSC Northern Shipping Company,Kapitan Kuroptev,9077599,Malta ,,,JSC Northern Shipping Company,Shipline Six Limited ,"Aliaga, Turkey",2013-09-02 00:00:00,1998,General Cargo Ship,,,
Russia,JSC Northern Shipping Company,Kapitan Lus,9077551,Malta ,,,JSC Northern Shipping Company,Shipline Two Limited ,"Aliaga, Turkey",2013-09-11 00:00:00,1994,General Cargo Ship,,,
Russia,Labris Shipping Company Limited,Uranus L.,7505384,Sierra Leone ,,,Labris Shipping Company Limited,Galaxy Way Holdings Incorporated ,"Aliaga, Turkey",2013-06-08 00:00:00,1977,General Cargo Ship,,,
Russia,Partner Company Limited,Nesibe E.,7628863,Cambodia ,,,Partner Company Limited,Maryland Shipping Limited ,"Aliaga, Turkey",2013-09-13 00:00:00,1979,General Cargo Ship,,,
Russia,Standard Shipping Company Limited,Yana-K.,7329132,Sierra Leone ,Russia,2013-03-13 00:00:00,Standard Shipping Company Limited,Standard Shipping Denizcilik Acentelik ve Ticaret Limited Sirketi ,"Aliaga, Turkey",2013-04-30 00:00:00,1973,General Cargo Ship,,,
Russia,Ardis OOO,Gloria,7636107,Russia ,,,Ardis OOO,Universal Stevedoring & Forwarding Company-7 JSC ,"Jiangyin, China",2013-01-04 00:00:00,1977,General Cargo Ship,,,
Russia,Baikal Shipping Company Limited,Dylan,8502171,Cambodia ,,,Baikal Shipping Company Limited,Dylan Holdings S.A. ,"Jiangyin, China",2013-02-05 00:00:00,1984,General Cargo Ship,,,
Russia,Far-Eastern Shipping Company (FESCO),Pioner Kirgizii,7731969,Russia ,,,Far-Eastern Shipping Company (FESCO),Far-Eastern Shipping Company (FESCO),"Jiangyin, China",2013-01-14 00:00:00,1978,General Cargo Ship,,,
Russia,Regal Company Limited,Green Wave,7924956,Cambodia ,,,Regal Company Limited,Harriet Management Limited ,"Jiangyin, China",2013-02-25 00:00:00,1980,General Cargo Ship,,,
Russia,Regal Company Limited,Regina G.,7612591,Cambodia ,,,Regal Company Limited,Harriet Management Limited ,"Jiangyin, China",2013-05-09 00:00:00,1977,General Cargo Ship,,,
Russia,Azia Shipping Holding Limited,Aion,8031081,Russia ,,,Azia Shipping Holding Limited,Trixy International Company ,"Jiangyin, China ",2013-02-27 00:00:00,1980,General Cargo Ship,,,
Russia,JSC Northern Shipping Company,Pavel Korchagin,7832775,Russia ,,,JSC Northern Shipping Company,JSC Northern Shipping Company,"Mumbai, India",2013-06-15 00:00:00,1980,General Cargo Ship,,,
Russia,Asia Trans Sealine Company Limited,Breeze,8888812,Cambodia ,,,Asia Trans Sealine Company Limited,Ultraline Property Limited ,"Zhangjiagang, China",2013-08-06 00:00:00,1978,General Cargo Ship,,,
Russia,Joint Stock Vanino Marine Company,Dayana,7624312,Cambodia ,,,OOO Selet Marine Vanino ,DSW Shipping Company Limited ,"Zhangjiagang, China",2013-11-12 00:00:00,1977,General Cargo Ship,,,
Russia,Sakhalin Shipping Company (SASCO),Pioner Kholmska,7507112,Russia ,,,Sakhalin Shipping Company (SASCO),Sakhalin Shipping Company (SASCO),"Zhangjiagang, China",2013-04-13 00:00:00,1975,General Cargo Ship,,,
Russia,Vlad East Company Limited,Nadi,7211957,Cambodia ,,,Vlad East Company Limited,East Shipping Company Limited ,"Zhangjiagang, China",2013-02-01 00:00:00,1972,General Cargo Ship,,,
Russia,Ardis OOO,Olga,7422051,Russia ,,,Ardis OOO,Universal Stevedoring & Forwarding Company-7 JSC ,"Zhangjiagang, China ",2013-08-07 00:00:00,1975,General Cargo Ship,,,
Russia,Joint Venture Arkaim,Arkaim 6,8019045,Panama ,,,Joint Venture Arkaim,Tenera Limited ,"Zhangjiagang, China ",2013-06-27 00:00:00,1982,General Cargo Ship,,,
Russia,Sakhalin Shipping Company (SASCO) ,Pioner Sakhalina,7420572,Russia ,,,Sakhalin Shipping Company (SASCO) ,Sakhalin Shipping Company (SASCO) ,"Zhangjiagang, China ",2013-12-13 00:00:00,1975,General Cargo Ship,,,
Russia,Sakhalin Shipping Company (SASCO),Pioner Yuzhno-Sakhalinska,7436569,Russia ,,,Sakhalin Shipping Company (SASCO),Sakhalin Shipping Company (SASCO),"Zhangjiagang, China ",2013-04-12 00:00:00,1974,General Cargo Ship,,,
Russia,Poseidon Prim Company Limited,Trader,7607170,Cambodia ,,,Poseidon Prim Company Limited,Trader Management Corporation ,"Zhoushan, China",2013-04-19 00:00:00,1977,General Cargo Ship,,,
Saudi Arabia,The Shipping Corporation of Saudi Arabia Limited (Saudi Lines),Abdulaziz Arab,7923548,Saudi Arabia ,,,The Shipping Corporation of Saudi Arabia Limited (Saudi Lines),The Shipping Corporation of Saudi Arabia Limited (Saudi Lines),"Alang, India",2013-06-06 00:00:00,1982,General Cargo Ship,,8805,
Seychelles,Avior Shipping Limited,Kamelia,7530860,Tanzania ,,,Avior Shipping Limited,Avior Shipping Limited,"Aliaga, Turkey",2013-04-11 00:00:00,1977,General Cargo Ship,,,
Singapore,Sunrise Maritime Private Limited,Sai Eternity,8715443,Panama,,,Sunrise Maritime Private Limited,Sunrise Maritime Private Limited,"Alang, India",2013-05-29 00:00:00,1988,General Cargo Ship,,6635,
Singapore,Universal Nav. Private Limited,Safina 2,8500989,Comoros ,Panama,2012-03-01 00:00:00,Universal Nav. Private Limited,Gemini Shipping Private Limited ,"Alang, India",2013-04-09 00:00:00,1986,General Cargo Ship,,,
Singapore,Raffles Shipping Corporation Private Limited / NYK,Grance,8412560,Tuvalu ,Panama,2013-04-24 00:00:00,Raffles Shipmanagement Services Private Limited ,Ocean Ally International Limited ,"Chittagong, Bangladesh",2013-08-07 00:00:00,1987,General Cargo Ship,,,
South Korea,DooWoo Shipping Corporation,Doowoo Busan,8602737,South Korea ,,,DooWoo Shipping Corporation,DooWoo Shipping Corporation,"Jiangyin, China",2013-01-30 00:00:00,1988,General Cargo Ship,,,
South Korea,Rusam Shipping Company Limited,Win,8507559,Cambodia ,,,Rusam Shipping Company Limited,Pacific Proprietry Limited ,"Jiangyin, China",2013-08-15 00:00:00,1985,General Cargo Ship,,,
South Korea,Ace Marine Company Limited,E Star,9125970,South Korea ,,,Ace Marine Company Limited,Ace Marine Company Limited,"Jiangyin, China ",2013-03-15 00:00:00,1995,General Cargo Ship,,,
South Korea,Ace Marine Company Limited,G Star,9122746,South Korea ,,,Ace Marine Company Limited,Ace Marine Company Limited,"Nantong, China",2013-01-01 00:00:00,1994,General Cargo Ship,,,
South Korea,Rusam Shipping Company Limited ,Larsen,8313207,Cambodia ,,,Rusam Shipping Company Limited ,Pacific Atlantic Proprietary Limited ,"Zhangjiagang, China ",2013-06-13 00:00:00,1983,General Cargo Ship,,,
Spain,Arabella Enterprises Corporation,Tri Bay,7406734,Panama ,,,Arabella Enterprises Corporation,Coolmore Shipping Incorporated ,"Aliaga, Turkey",2013-09-02 00:00:00,1975,General Cargo Ship,,,
Spain,Arabella Enterprises Corporation,West Sky,6810201,Panama,,,Arabella Enterprises Corporation,Arabella Enterprises Corporation,"Aliaga, Turkey",2013-10-08 00:00:00,1968,General Cargo Ship,,,
Syria,Hamadeh Shipping Company Limited ,Dream H.,6714665,Panama ,,,Hamadeh Shipping Company Limited ,Mr. Ahmad Hamadeh (60%) & Mr. Abdikarim Mohamed Yusuf (40%) ,"Alang, India",2013-08-29 00:00:00,1967,General Cargo Ship,,2115,
Syria,Abdul Rahman Othman Is/05/l Company,Eagle,7521170,Cambodia ,,,Abdul Rahman Othman Is/05/l Company,Aysheh Maritime Services Limited ,"Aliaga, Turkey",2013-06-11 00:00:00,1978,General Cargo Ship,,,
Syria,Fahel Maritime Management Company Limited,Oceanic Star,7818353,Cambodia ,,,Fahel Maritime Management Company Limited,Oceanic Star Express Limited ,"Aliaga, Turkey",2013-01-18 00:00:00,1979,General Cargo Ship,,,
Syria,Hiba Shipping Company,Andelin,7324649,Saint Vincent and the Grenadines ,,,Hiba Shipping Company,Almonds Navigation Company S.A. ,"Aliaga, Turkey",2013-04-08 00:00:00,1974,General Cargo Ship,,,
Syria,Hiba Shipping Company,Nour-A,7405649,Comoros,,,Hiba Shipping Company,Steadfast Shipping S.A. ,"Aliaga, Turkey",2013-07-13 00:00:00,1976,General Cargo Ship,,,
Syria,ISM Group Limited,Burcin,8306448,Tanzania ,,,Zain Shipping Company SA ,Yildiz Shipping Company S.A. ,"Aliaga, Turkey",2013-11-25 00:00:00,1984,General Cargo Ship,,,
Syria,ISM Group Limited,Mahmoud Z.,7043532,Tanzania ,,,Zain Shipping Company SA ,Zain Shipping Company SA ,"Aliaga, Turkey",2013-02-11 00:00:00,1971,General Cargo Ship,,,
Syria,ISM Group Limited,Odai,8992675,North Korea ,,,ISM Group Limited,Aya Shipping Company ,"Aliaga, Turkey",2013-02-13 00:00:00,1987,General Cargo Ship,,,
Syria,ISM Group Limited,Omran,7042514,Comoros ,,,ISM Group Limited,Faihaa Maritime Company ,"Aliaga, Turkey",2013-03-01 00:00:00,1970,General Cargo Ship,,,
Syria,Jomarine Shipping & Trading Company S.A.R.,Captain Johnny,7904724,Sierra Leone ,,,Jomarine Shipping & Trading Company S.A.R.,Nasser Issa Al Johnny ,"Aliaga, Turkey",2013-07-15 00:00:00,1980,General Cargo Ship,,,
Syria,Laurven Maritime Services,Elma,7366013,Tanzania ,,,Laurven Maritime Services,Huda Ali Esber ,"Aliaga, Turkey",2013-03-11 00:00:00,1976,General Cargo Ship,,,
Syria,Safe Fleet Maritime Company,Jalal,7413842,North Korea ,,,Safe Fleet Maritime Company,Julia Maritime Company ,"Aliaga, Turkey",2013-10-05 00:00:00,1975,General Cargo Ship,,,
Syria,Seamar Shipping Company Limited,Rasha Star,7516448,Belize ,,,Seamar Shipping Company Limited,Seamar Shipping Limited ,"Aliaga, Turkey",2013-09-10 00:00:00,1978,General Cargo Ship,,,
Syria,Tartous Shipping Company Limited ,Al Hadi,6929193,Comoros ,,,Tartous Shipping Company Limited ,Jendi Abdul Razak & Partners ,"Aliaga, Turkey",2013-11-29 00:00:00,1969,General Cargo Ship,,,
Syria,Unimarine Management Company,Marmara M.,7413945,Togo ,,,Unimarine Management Company,Dameko Shipping Company S.A. ,"Aliaga, Turkey",2013-04-06 00:00:00,1976,General Cargo Ship,,,
Syria,Yahya Shipping Company,Osama,7627649,Sierra Leone ,Syria,2013-03-24 00:00:00,Yahya Shipping Company,Yahya Shipping Company,"Aliaga, Turkey",2013-04-19 00:00:00,1979,General Cargo Ship,,,
Syria,Unimarine Management Company,Mohamad Prince,7507605,Tanzania,,,Unimarine Management Company,Afaf AI ,"Gadani, Pakistan",2013-03-02 00:00:00,1975,General Cargo Ship,,,
Taiwan,Dayochang Navigation S.A.,Dayochang,7632577,Panama ,,,Dayochang Navigation S.A.,Dayochang Navigation S.A.,"Jiangyin, China",2013-05-24 00:00:00,1977,General Cargo Ship,,,
Thailand,KM Inter Trans Co Ltd,Sea Fortune,8122414,Thailand,,,Unknown,Unknown,"Chittagong, Bangladesh",2013-03-19 00:00:00,1982,General Cargo Ship,,,
Thailand,Phulsawat Navy Company Limited,Billion,7725192,Thailand,,,Phulsawat Navy Company Limited,Phulsawat Navy Company Limited,"Chittagong, Bangladesh",2013-04-10 00:00:00,1978,General Cargo Ship,,,
Thailand,Phulsawat Navy Company Limited,Delight,8017578,Thailand ,,,Phulsawat Navy Company Limited,Phulsawat Navy Company Limited,"Chittagong, Bangladesh",2013-11-04 00:00:00,1980,General Cargo Ship,,,
Thailand,Phulsawat Navy Company Limited,Dibena Win,7373676,Thailand,,,Phulsawat Navy Company Limited ,Siam Phulsawat Maritime Company Limited ,"Chittagong, Bangladesh",2013-02-14 00:00:00,1974,General Cargo Ship,,2391,
Thailand,Wongsamut Ocean Shipping Company Limited,Bangpakaew,6924789,Thailand,,,Wongsamut Ocean Shipping Company Limited,Wongsamut Ocean Shipping Company Limited,"Chittagong, Bangladesh",2013-02-13 00:00:00,1969,General Cargo Ship,,2274,
Thailand,Sang Thai & Sinsimon Group of Companies,Sang Thai Eagle,8121953,Thailand ,,,Sinsimon Navigation Company Limited ,S. Sea Going 2002 Company Limited ,"Zhangjiagang, China",2013-11-25 00:00:00,1981,General Cargo Ship,,,
Thailand,Sang Thai & Sinsimon Group of Companies,Sang Thai Glory,7908512,Thailand ,,,Sinsimon Navigation Company Limited ,Sang Thai Maritime 1988 Company Limited ,"Zhangjiagang, China",2013-06-22 00:00:00,1979,General Cargo Ship,,,
Turkey,Tuna Denizcilik Turizm Sanayi ve Ticaret Limited ,Hopeful,8100789,Cook Islands,,,Tuna Denizcilik Turizm Sanayi ve Ticaret Limited ,Smooth Marine Services Company ,"Alang, India",2013-04-27 00:00:00,1983,General Cargo Ship,,,
Turkey,Act Denizcilik Tasimaciligi Sanayi ve Ticaret Limited Sirketi ,Melek,8116130,Saint Vincent and the Grenadines ,,,Act Denizcilik Tasimaciligi Sanayi ve Ticaret Limited Sirketi ,Angelina Shipping & Trading Corporation ,"Aliaga, Turkey",2013-04-22 00:00:00,1983,General Cargo Ship,,,
Turkey,Agri Maritime Corporation,Assos,7413581,Moldova ,,,Agri Maritime Corporation,Agri Maritime Corporation,"Aliaga, Turkey",2013-03-06 00:00:00,1975,General Cargo Ship,,,
Turkey,Akar Deniz Tasimaciligi ve Ticaret Limited Sirketi ,Adiyaman,7305007,Turkey ,,,Akar Deniz Tasimaciligi ve Ticaret Limited Sirketi ,Akarlar Denizcilik Isletmesi Sanayi ve Ticaret Anonim Sirketi ,"Aliaga, Turkey",2013-05-20 00:00:00,1973,General Cargo Ship,,,
Turkey,Aygun Denizcilik Ticaret Sanayi ve Turizm A.S. ,Castor,8311510,Panama ,Turkey,2013-07-23 00:00:00,Aygun Denizcilik Ticaret Sanayi ve Turizm A.S. ,Aygun Denizcilik Ticaret Sanayi ve Turizm A.S. ,"Aliaga, Turkey",2013-08-10 00:00:00,1983,General Cargo Ship,,,
Turkey,Bayramoglu Denizcilik ve Ticaret Limited Sirketi ,Bayramoglu II,7739715,Turkey ,,,Bayramoglu Denizcilik ve Ticaret Limited Sirketi ,Bayramoglu Denizcilik ve Ticaret Limited Sirketi ,"Aliaga, Turkey",2013-12-18 00:00:00,1977,General Cargo Ship,,,
